pet_id,species,size_class,age,weight,heart_rate,temperature,spo2,activity_index,steps,activity_ratio_3day,hr_deviation_pct,temp_deviation_c,label,label_name
40,dog,small,4.42,8.16,132.7,38.53,97.0,1.06,0,1.049,3.02,-0.97,0,resting
247,cat,n/a,1.26,3.72,227.7,38.94,97.7,0.981,24,0.546,41.22,-1.06,2,stressed
143,cat,n/a,1.79,5.38,234.4,38.85,94.2,0.958,10,0.325,42.81,-1.15,2,stressed
0,cat,n/a,9.34,5.85,204.2,38.76,95.3,1.57,536,1.203,16.58,-1.24,1,active
329,dog,medium,1.84,12.15,91.4,38.63,97.5,1.05,16,0.601,8.51,-0.87,0,resting
149,cat,n/a,3.43,4.41,247.6,38.58,96.3,1.09,65,0.805,39.14,-1.42,3,anomaly
477,cat,n/a,2.81,7.66,212.5,38.85,95.2,1.574,742,1.917,16.0,-1.15,1,active
101,cat,n/a,0.8,8.78,214.6,39.26,97.7,2.005,597,1.329,24.68,-0.74,1,active
447,dog,medium,0.3,11.56,118.1,40.23,99.1,1.066,46,0.232,22.45,0.73,3,anomaly
313,cat,n/a,3.89,1.83,247.3,38.98,96.9,0.996,7,0.621,35.79,-1.02,3,anomaly
287,dog,toy,0.55,3.42,160.2,38.92,96.2,1.96,394,1.498,17.75,-0.58,1,active
329,dog,medium,1.84,12.15,168.1,38.56,96.9,1.066,25,0.399,99.61,-0.94,2,stressed
390,cat,n/a,1.99,3.88,189.5,38.95,98.7,0.997,22,0.903,0.99,-1.05,0,resting
406,cat,n/a,4.93,1.56,229.9,39.39,96.3,1.587,464,1.919,25.12,-0.61,1,active
127,dog,toy,1.14,4.08,143.9,38.92,95.8,1.442,535,1.567,-0.48,-0.58,1,active
406,cat,n/a,4.93,1.56,236.6,39.39,96.9,1.01,18,0.539,28.75,-0.61,2,stressed
376,dog,giant,0.83,73.19,91.3,38.54,98.0,1.049,30,1.03,5.34,-0.96,0,resting
77,dog,small,1.73,14.37,139.8,39.02,95.9,1.707,580,1.463,27.59,-0.48,1,active
242,cat,n/a,2.37,8.21,205.7,39.0,97.2,1.718,518,1.644,16.16,-1.0,1,active
451,dog,large,5.06,37.95,81.8,38.87,97.3,0.985,34,0.822,-10.17,-0.63,0,resting
119,dog,medium,3.02,15.68,149.8,38.76,99.2,1.022,17,0.202,84.47,-0.74,2,stressed
340,dog,large,3.85,40.09,75.7,38.65,96.0,1.018,10,0.946,-12.94,-0.85,0,resting
419,dog,giant,0.63,74.6,76.9,38.66,95.2,0.997,31,1.02,-2.54,-0.84,0,resting
372,dog,small,0.58,6.29,162.3,38.63,96.8,1.109,23,0.577,39.33,-0.87,2,stressed
408,dog,medium,5.03,16.71,119.4,38.72,96.2,1.977,544,1.455,35.93,-0.78,1,active
224,dog,giant,8.79,62.87,49.0,38.49,97.3,0.991,24,0.833,-7.46,-1.01,0,resting
223,dog,medium,1.08,20.83,73.6,38.38,96.3,0.985,14,0.572,-1.2,-1.12,0,resting
91,cat,n/a,3.29,6.09,161.7,38.47,96.6,1.056,40,1.115,-1.48,-1.53,0,resting
92,cat,n/a,18.0,5.22,201.7,39.31,96.9,1.652,541,2.169,22.31,-0.39,1,active
29,dog,large,4.48,46.53,77.5,38.84,97.7,1.041,40,0.803,-0.2,-0.66,0,resting
284,dog,toy,3.42,3.15,132.8,38.72,96.0,1.673,642,2.064,16.23,-0.78,1,active
455,cat,n/a,3.54,2.32,154.8,38.71,97.9,1.024,24,0.8,-1.67,-1.29,0,resting
382,dog,giant,3.98,63.3,161.3,38.85,100.0,1.012,10,0.366,172.21,-0.65,2,stressed
353,cat,n/a,8.86,3.0,140.9,38.78,98.6,1.025,15,0.796,-3.43,-1.22,0,resting
326,dog,medium,0.44,32.23,89.5,38.4,98.2,1.01,19,0.959,-9.55,-1.1,0,resting
235,dog,medium,1.96,17.01,101.2,38.66,88.8,1.098,52,0.311,19.02,-0.84,3,anomaly
146,dog,large,11.44,42.58,90.8,40.39,96.8,1.091,25,0.729,8.43,1.19,3,anomaly
395,dog,toy,0.42,1.75,134.3,38.36,98.2,0.997,0,1.404,-4.02,-1.14,0,resting
334,cat,n/a,1.42,4.96,171.1,38.99,95.9,1.027,30,0.936,-1.86,-1.01,0,resting
229,cat,n/a,1.38,1.65,193.0,38.71,97.2,0.985,19,1.115,-2.11,-1.29,0,resting
488,dog,large,1.36,33.15,151.0,38.71,95.4,0.982,19,0.257,139.24,-0.79,2,stressed
193,dog,large,6.9,26.8,102.5,38.42,97.6,1.507,758,1.759,30.06,-1.08,1,active
143,cat,n/a,1.79,5.38,209.4,38.93,94.9,2.088,255,1.931,27.62,-1.07,1,active
460,dog,small,9.92,7.23,96.4,38.39,98.3,1.007,27,0.998,10.05,-1.11,0,resting
161,dog,giant,1.11,67.01,71.8,38.58,96.5,1.009,8,0.834,5.09,-0.92,0,resting
265,cat,n/a,9.45,6.93,229.0,38.48,95.9,1.066,15,0.565,30.8,-1.52,2,stressed
271,dog,medium,16.39,18.28,85.1,38.51,97.7,0.996,4,0.995,7.54,-0.69,0,resting
337,cat,n/a,0.31,7.67,182.8,39.21,97.1,0.991,21,1.026,0.88,-0.79,0,resting
148,dog,giant,0.74,73.35,159.0,38.75,97.2,1.021,19,0.484,102.77,-0.75,2,stressed
307,dog,toy,5.15,2.36,127.3,38.59,99.2,1.054,11,1.165,-2.57,-0.91,0,resting
187,cat,n/a,6.89,5.97,198.6,39.17,96.2,1.643,583,2.105,23.73,-0.83,1,active
488,dog,large,1.36,33.15,62.0,38.56,97.3,0.989,15,1.093,-1.7,-0.94,0,resting
165,dog,medium,1.45,18.74,90.7,38.73,97.7,1.494,692,1.693,24.08,-0.77,1,active
279,cat,n/a,1.0,1.5,233.7,38.56,96.8,1.064,25,0.0,22.53,-1.44,2,stressed
289,cat,n/a,2.63,3.49,246.1,39.1,96.5,1.032,18,0.286,34.79,-0.9,2,stressed
403,cat,n/a,17.03,4.4,236.1,38.53,95.9,1.073,33,0.143,20.76,-1.17,2,stressed
61,dog,large,0.76,40.57,174.7,38.37,98.1,1.069,54,0.317,72.09,-1.13,3,anomaly
223,dog,medium,1.08,20.83,69.4,38.28,99.0,1.07,45,0.682,-6.81,-1.22,0,resting
328,dog,medium,1.33,30.84,84.3,38.14,99.0,1.022,18,0.881,-3.83,-1.36,0,resting
464,dog,small,1.41,14.34,103.9,38.5,98.1,1.064,32,0.993,1.06,-1.0,0,resting
317,cat,n/a,1.09,5.2,179.8,38.87,97.9,1.003,23,0.872,-0.36,-1.13,0,resting
164,dog,giant,1.5,60.05,55.2,38.45,97.5,0.982,31,1.162,-12.98,-1.05,0,resting
45,cat,n/a,3.04,5.53,237.8,38.79,97.5,1.003,19,0.216,42.47,-1.21,2,stressed
189,cat,n/a,3.77,3.34,235.3,38.81,95.1,1.343,450,1.244,39.95,-1.19,1,active
389,cat,n/a,3.27,6.84,234.0,38.63,94.9,1.001,19,0.396,31.15,-1.37,2,stressed
402,dog,toy,3.47,1.62,171.3,38.43,89.2,0.995,31,0.264,23.18,-1.07,3,anomaly
6,dog,small,1.71,10.23,155.7,38.56,95.5,1.094,14,0.159,28.69,-0.94,2,stressed
395,dog,toy,0.42,1.75,159.3,38.53,91.1,0.964,4,0.372,13.83,-0.97,3,anomaly
481,cat,n/a,0.32,8.24,208.4,39.29,98.8,1.29,545,1.327,4.82,-0.71,1,active
218,dog,medium,3.34,16.38,92.3,38.57,97.0,1.007,34,0.833,7.27,-0.93,0,resting
386,dog,toy,2.87,3.86,152.5,40.06,97.6,0.982,18,0.285,6.1,0.56,3,anomaly
357,cat,n/a,9.28,7.08,225.5,39.09,93.2,1.073,21,0.408,31.52,-0.91,3,anomaly
39,dog,toy,3.46,3.97,118.1,38.78,98.3,0.995,25,0.911,-0.2,-0.72,0,resting
309,cat,n/a,1.27,5.19,202.0,38.64,96.4,1.018,21,0.78,-3.62,-1.36,0,resting
336,cat,n/a,0.15,7.19,153.1,38.54,98.7,1.023,20,0.996,-6.16,-1.46,0,resting
162,dog,medium,0.15,16.76,118.1,40.55,95.8,1.062,0,0.418,3.3,1.05,3,anomaly
314,cat,n/a,1.66,5.18,222.0,39.2,96.6,1.492,644,1.856,12.82,-0.8,1,active
274,dog,giant,1.82,90.0,161.8,39.08,96.6,1.014,11,0.396,154.55,-0.42,2,stressed
496,cat,n/a,5.83,4.3,217.5,39.22,96.0,1.435,738,1.21,32.64,-0.78,1,active
357,cat,n/a,9.28,7.08,234.4,38.68,95.2,1.007,37,0.36,36.69,-1.32,3,anomaly
34,dog,large,3.1,30.19,132.3,39.92,96.8,1.112,14,0.442,46.84,0.42,3,anomaly
77,dog,small,1.73,14.37,174.9,38.47,95.6,1.037,41,0.529,59.62,-1.03,3,anomaly
125,dog,toy,7.9,2.03,155.6,38.47,95.9,0.981,7,0.56,28.89,-1.03,2,stressed
362,cat,n/a,5.55,3.2,235.8,38.77,96.8,1.095,29,0.216,33.32,-1.23,2,stressed
320,dog,large,0.37,38.34,132.4,39.03,97.0,1.594,575,1.732,44.77,-0.47,1,active
393,dog,large,0.19,41.78,100.3,38.79,96.3,1.006,31,1.178,7.96,-0.71,0,resting
383,cat,n/a,6.85,6.35,165.9,38.68,97.6,1.055,25,1.056,-1.35,-1.32,0,resting
462,dog,small,3.1,8.69,115.3,38.13,98.9,1.069,26,1.278,6.34,-1.37,0,resting
414,cat,n/a,0.69,4.28,188.9,38.74,98.6,1.091,19,1.163,1.47,-1.26,0,resting
373,dog,small,5.5,13.63,116.1,38.63,95.9,1.607,446,1.273,46.83,-0.87,1,active
459,dog,giant,2.01,57.84,52.4,38.8,97.8,0.993,22,1.016,-3.39,-0.7,0,resting
453,dog,toy,0.54,1.72,129.5,39.0,96.0,1.646,671,1.6,-20.77,-0.5,1,active
413,dog,small,0.79,7.95,181.7,38.41,94.4,1.036,62,0.192,71.19,-1.09,3,anomaly
447,dog,medium,0.3,11.56,174.3,38.13,97.5,0.97,27,0.357,80.77,-1.37,2,stressed
138,dog,large,3.6,41.26,76.9,38.42,96.0,1.006,42,0.915,-1.24,-1.08,0,resting
228,dog,small,8.27,6.41,91.2,38.35,97.3,1.061,30,1.193,-0.31,-1.15,0,resting
355,cat,n/a,0.15,8.01,214.1,38.71,83.5,1.061,34,0.488,14.52,-1.29,3,anomaly
327,dog,giant,4.35,44.94,72.7,38.75,96.2,1.044,38,1.141,0.61,-0.75,0,resting
352,cat,n/a,1.22,7.01,185.9,38.63,96.9,0.999,16,0.847,1.85,-1.37,0,resting
250,cat,n/a,3.12,2.92,229.3,38.68,96.5,2.058,535,2.057,24.89,-1.32,1,active
286,dog,medium,1.99,16.21,131.9,38.97,96.6,1.982,706,1.917,38.92,-0.53,1,active
366,dog,large,8.76,37.49,62.3,38.4,98.0,0.991,15,1.163,-7.26,-1.1,0,resting
379,dog,large,8.64,33.43,56.9,38.61,98.8,1.007,0,0.69,14.54,-0.89,0,resting
324,cat,n/a,5.26,3.54,152.7,38.63,97.6,1.013,25,0.988,-9.93,-1.37,0,resting
491,dog,toy,0.15,2.18,158.1,38.73,96.3,1.005,28,0.585,23.92,-0.77,2,stressed
49,dog,small,0.74,7.41,164.1,40.71,96.1,1.062,0,0.638,8.02,1.21,3,anomaly
278,dog,medium,1.77,20.04,164.8,38.64,96.5,1.065,31,0.361,60.03,-0.86,2,stressed
36,dog,giant,0.3,58.45,64.8,38.76,96.3,0.95,11,1.101,-1.56,-0.74,0,resting
216,dog,small,0.26,7.01,109.9,38.57,95.9,1.015,24,1.092,5.41,-0.93,0,resting
187,cat,n/a,6.89,5.97,153.3,38.76,97.9,1.021,25,0.973,-4.47,-1.24,0,resting
57,cat,n/a,18.0,5.0,194.1,39.27,94.6,1.436,744,1.686,9.72,-0.43,1,active
306,cat,n/a,1.75,1.5,171.6,38.74,96.4,1.031,15,1.028,-3.95,-1.26,0,resting
44,dog,small,3.16,4.25,93.7,38.34,98.6,0.997,28,0.973,-4.87,-1.16,0,resting
489,dog,medium,1.81,14.73,112.3,38.62,96.8,1.829,727,1.72,27.36,-0.88,1,active
234,cat,n/a,18.0,3.5,252.2,38.55,94.4,1.022,44,0.842,59.24,-1.15,3,anomaly
291,cat,n/a,0.77,6.94,171.5,38.92,97.5,1.002,33,0.893,-0.29,-1.08,0,resting
37,cat,n/a,0.97,4.55,216.4,39.54,97.0,1.486,584,1.928,22.11,-0.46,1,active
122,dog,giant,8.07,74.84,132.5,40.25,95.9,1.135,5,0.496,141.29,0.75,3,anomaly
241,cat,n/a,5.32,3.44,224.5,38.96,97.9,1.233,656,1.714,28.89,-1.04,1,active
197,dog,toy,6.35,3.08,157.9,39.02,98.5,1.001,15,0.318,8.16,-0.48,2,stressed
297,dog,small,0.44,7.87,114.1,38.53,95.9,1.014,28,0.963,-4.53,-0.97,0,resting
183,dog,small,12.66,3.77,137.4,38.81,97.2,1.036,4,0.307,35.03,-0.39,2,stressed
494,dog,medium,3.74,21.28,148.2,40.06,95.4,1.061,39,0.335,57.88,0.56,3,anomaly
184,cat,n/a,1.68,1.5,236.2,38.93,94.5,1.033,24,0.541,40.16,-1.07,2,stressed
379,dog,large,8.64,33.43,40.3,38.83,98.4,1.018,31,1.034,-18.9,-0.67,0,resting
230,cat,n/a,1.89,4.72,220.8,39.17,98.0,1.104,873,1.498,26.42,-0.83,1,active
360,cat,n/a,1.49,4.97,197.8,38.92,89.0,1.042,8,0.56,17.32,-1.08,3,anomaly
115,dog,medium,5.59,14.95,161.6,38.74,98.3,1.094,17,0.399,62.04,-0.76,2,stressed
251,cat,n/a,4.73,2.16,218.2,39.27,97.5,1.812,418,1.499,31.83,-0.73,1,active
490,dog,toy,6.36,3.09,116.1,38.97,98.7,1.496,483,1.784,-2.78,-0.53,1,active
370,dog,medium,16.25,21.4,160.5,38.53,99.7,1.036,35,0.475,111.27,-0.67,3,anomaly
352,cat,n/a,1.22,7.01,225.5,40.13,94.6,1.118,1,0.831,23.56,0.13,3,anomaly
41,dog,giant,0.3,61.87,77.3,38.51,99.2,1.032,27,1.021,-2.09,-0.99,0,resting
225,dog,toy,9.87,2.96,136.3,39.75,97.0,1.141,21,0.816,-5.93,0.25,3,anomaly
71,cat,n/a,5.7,7.08,179.1,38.96,96.0,0.986,10,0.733,-4.77,-1.04,0,resting
135,cat,n/a,3.19,3.62,227.5,39.2,97.2,1.068,1,0.363,32.06,-0.8,2,stressed
189,cat,n/a,3.77,3.34,169.3,38.59,97.6,1.032,23,0.863,0.72,-1.41,0,resting
54,cat,n/a,6.6,5.29,204.1,38.99,97.3,1.282,649,1.537,10.96,-1.01,1,active
369,dog,small,4.46,5.94,160.8,38.58,96.9,0.998,0,0.387,58.12,-0.92,2,stressed
197,dog,toy,6.35,3.08,154.6,38.34,97.7,1.095,26,0.278,5.88,-1.16,2,stressed
468,cat,n/a,0.15,8.33,232.8,39.01,97.5,1.374,545,1.543,24.87,-0.99,1,active
163,cat,n/a,2.73,1.5,176.6,38.78,98.5,0.992,6,1.282,1.3,-1.22,0,resting
492,cat,n/a,4.3,7.48,180.9,38.86,98.7,0.99,22,1.043,-0.17,-1.14,0,resting
412,dog,small,3.49,9.21,101.7,38.36,98.1,0.996,42,1.119,-0.1,-1.14,0,resting
338,dog,giant,1.37,57.95,63.9,38.42,97.4,1.004,36,1.042,8.41,-1.08,0,resting
120,cat,n/a,3.06,1.5,229.2,39.14,98.4,1.062,8,0.273,35.05,-0.86,2,stressed
53,dog,small,18.0,6.66,111.8,38.45,98.9,1.059,44,0.952,4.28,-0.75,0,resting
384,dog,large,0.96,50.09,120.9,38.75,97.2,1.797,779,1.419,24.62,-0.75,1,active
385,dog,small,1.55,8.11,188.4,38.48,98.0,1.025,45,0.522,78.94,-1.02,3,anomaly
25,cat,n/a,7.86,3.41,239.6,39.18,95.5,0.976,15,0.353,29.7,-0.82,2,stressed
209,dog,small,2.77,5.71,154.0,38.58,97.1,1.016,7,0.297,37.83,-0.92,2,stressed
52,dog,giant,0.28,56.31,69.7,38.36,97.2,1.026,12,0.668,4.56,-1.14,0,resting
352,cat,n/a,1.22,7.01,224.0,38.98,93.9,1.079,0,0.327,22.73,-1.02,2,stressed
24,cat,n/a,5.24,4.13,205.1,38.89,88.7,1.033,15,0.809,28.7,-1.11,3,anomaly
178,cat,n/a,3.8,3.44,164.4,38.92,98.2,1.081,35,1.249,-6.77,-1.08,0,resting
161,dog,giant,1.11,67.01,71.4,38.35,97.5,1.004,9,1.101,4.5,-1.15,0,resting
315,dog,small,6.66,10.99,132.1,38.58,95.2,1.648,462,1.826,18.49,-0.92,1,active
120,cat,n/a,3.06,1.5,230.7,38.62,95.7,0.992,14,0.187,35.91,-1.38,2,stressed
241,cat,n/a,5.32,3.44,178.1,38.74,98.2,1.059,11,1.045,2.23,-1.26,0,resting
131,cat,n/a,0.15,1.5,252.7,38.79,95.4,1.021,33,0.173,41.24,-1.21,3,anomaly
152,dog,small,0.15,5.15,155.3,38.97,97.7,1.327,560,1.888,27.27,-0.53,1,active
208,cat,n/a,5.75,2.38,217.8,39.27,97.2,1.426,615,1.202,42.4,-0.73,1,active
31,cat,n/a,3.89,6.72,229.8,39.09,95.2,1.046,0,0.411,49.38,-0.91,2,stressed
462,dog,small,3.1,8.69,162.2,39.79,94.3,1.083,0,0.766,49.53,0.29,3,anomaly
51,cat,n/a,11.26,2.0,207.2,39.17,98.3,1.677,534,1.286,36.54,-0.53,1,active
261,cat,n/a,3.53,3.0,232.8,38.89,97.8,1.038,1,0.387,40.84,-1.11,2,stressed
176,dog,large,1.15,40.25,103.0,38.97,87.5,1.155,23,0.839,15.46,-0.53,3,anomaly
494,dog,medium,3.74,21.28,93.5,38.48,97.3,1.034,0,1.24,-0.43,-1.02,0,resting
220,dog,medium,9.99,16.44,82.9,38.41,96.5,1.036,24,1.198,-1.98,-1.09,0,resting
82,dog,large,10.93,37.99,49.8,38.62,98.4,0.967,9,0.845,-9.76,-0.58,0,resting
22,cat,n/a,9.14,4.87,206.8,41.1,95.0,1.041,35,0.263,28.22,1.1,3,anomaly
358,dog,medium,0.46,23.15,98.9,38.63,97.4,0.991,35,0.928,-4.34,-0.87,0,resting
373,dog,small,5.5,13.63,157.6,38.37,95.7,1.082,1,0.336,99.34,-1.13,2,stressed
409,dog,toy,1.37,3.21,142.8,38.69,96.2,1.533,361,1.535,6.52,-0.81,1,active
159,cat,n/a,0.24,6.13,210.4,39.32,98.3,1.439,468,1.457,2.69,-0.68,1,active
470,dog,giant,2.66,72.13,140.4,38.73,98.5,1.042,23,0.377,120.32,-0.77,2,stressed
293,dog,small,6.3,11.13,123.6,38.97,97.1,1.262,664,1.649,21.93,-0.53,1,active
162,dog,medium,0.15,16.76,145.8,39.91,94.8,1.116,58,0.526,27.49,0.41,3,anomaly
362,cat,n/a,5.55,3.2,228.8,39.05,97.3,1.089,17,0.392,29.38,-0.95,2,stressed
210,dog,toy,18.0,4.9,124.1,38.36,98.6,1.005,19,0.968,-1.48,-0.84,0,resting
379,dog,large,8.64,33.43,132.9,40.04,97.6,1.051,0,0.376,167.27,0.54,3,anomaly
198,cat,n/a,5.18,6.37,231.5,39.22,96.4,1.05,8,0.302,44.71,-0.78,2,stressed
496,cat,n/a,5.83,4.3,215.9,39.03,98.0,1.604,534,1.18,31.68,-0.97,1,active
384,dog,large,0.96,50.09,98.7,38.28,96.2,0.977,13,0.787,1.81,-1.22,0,resting
425,cat,n/a,4.1,4.7,199.3,39.3,97.7,1.375,532,1.401,24.77,-0.7,1,active
265,cat,n/a,9.45,6.93,174.8,38.69,96.4,0.977,39,1.039,-0.2,-1.31,0,resting
84,dog,small,6.66,5.31,117.1,38.81,98.5,2.177,456,1.837,8.06,-0.69,1,active
420,dog,small,11.23,8.69,122.1,38.77,95.9,2.162,786,1.548,23.15,-0.43,1,active
451,dog,large,5.06,37.95,124.7,38.7,97.6,1.316,461,1.626,36.89,-0.8,1,active
380,cat,n/a,1.19,6.78,242.2,38.83,97.3,1.011,7,0.437,49.32,-1.17,2,stressed
431,dog,toy,0.15,3.74,127.4,38.58,97.7,1.663,686,1.291,-16.35,-0.92,1,active
95,dog,giant,0.45,62.02,70.5,38.38,98.7,0.991,31,0.819,-9.13,-1.12,0,resting
19,dog,medium,16.91,23.01,152.1,38.85,96.0,1.049,20,0.391,69.15,-0.35,2,stressed
255,cat,n/a,2.07,5.75,165.6,38.67,97.6,1.043,4,0.808,1.78,-1.33,0,resting
349,cat,n/a,1.35,2.79,222.0,38.9,97.1,2.291,601,1.553,12.33,-1.1,1,active
436,dog,toy,1.37,2.87,155.8,38.47,97.7,0.966,1,1.032,5.18,-1.03,0,resting
65,dog,giant,2.95,84.65,62.9,38.72,98.7,1.001,23,0.585,4.81,-0.78,0,resting
282,cat,n/a,2.75,2.14,210.1,40.9,96.5,1.004,35,0.478,21.66,0.9,3,anomaly
232,cat,n/a,0.25,5.96,210.1,39.15,96.7,1.173,557,1.666,2.59,-0.85,1,active
43,dog,medium,1.05,22.05,87.8,38.57,97.8,0.996,27,0.936,-0.66,-0.93,0,resting
438,dog,giant,0.86,57.39,155.2,40.01,95.3,0.985,39,0.313,85.79,0.51,3,anomaly
216,dog,small,0.26,7.01,141.3,38.92,95.9,1.065,520,1.424,35.48,-0.58,1,active
132,dog,small,0.23,11.61,131.4,38.73,99.0,1.525,829,1.506,23.22,-0.77,1,active
28,cat,n/a,1.15,4.56,160.6,38.63,98.3,0.981,26,1.079,-3.95,-1.37,0,resting
77,dog,small,1.73,14.37,111.8,38.41,98.5,1.022,28,0.85,1.99,-1.09,0,resting
2,cat,n/a,2.7,6.75,228.9,40.75,93.4,1.153,28,0.433,37.48,0.75,3,anomaly
400,cat,n/a,0.15,5.72,226.9,39.04,95.1,1.088,26,0.298,24.71,-0.96,2,stressed
432,dog,giant,7.09,72.44,71.4,38.6,98.2,1.13,606,1.884,30.82,-0.9,1,active
339,dog,toy,0.69,1.62,166.0,38.36,95.7,1.083,15,0.625,4.06,-1.14,2,stressed
289,cat,n/a,2.63,3.49,178.0,39.0,99.8,1.016,25,1.002,-2.53,-1.0,0,resting
77,dog,small,1.73,14.37,124.2,41.11,96.3,1.087,10,0.607,13.31,1.61,3,anomaly
227,dog,medium,7.48,16.74,137.8,38.91,95.4,1.09,0,0.345,33.73,-0.59,2,stressed
249,dog,toy,10.26,3.77,128.2,39.04,97.4,1.736,519,1.724,-6.55,-0.16,1,active
289,cat,n/a,2.63,3.49,188.0,38.76,97.3,1.0,30,1.333,2.96,-1.24,0,resting
315,dog,small,6.66,10.99,119.4,38.62,97.2,1.024,24,0.955,7.07,-0.88,0,resting
365,cat,n/a,0.98,6.03,236.2,39.19,95.6,1.025,10,0.765,23.16,-0.81,2,stressed
303,cat,n/a,1.9,3.98,196.5,41.14,94.6,1.021,9,0.677,19.12,1.14,3,anomaly
448,dog,giant,4.34,69.07,75.2,38.95,97.5,1.458,346,1.553,27.64,-0.55,1,active
428,dog,giant,13.55,79.21,96.2,39.18,97.9,1.967,637,1.114,31.89,-0.02,1,active
141,dog,toy,0.51,1.0,151.3,38.45,96.8,1.529,323,1.557,-9.24,-1.05,1,active
432,dog,giant,7.09,72.44,63.7,38.63,97.2,2.075,763,1.778,16.79,-0.87,1,active
270,dog,giant,0.68,57.99,105.7,38.87,96.8,1.96,411,1.644,51.67,-0.63,1,active
335,cat,n/a,6.08,3.57,215.6,38.72,97.1,1.417,478,0.867,23.49,-1.28,1,active
496,cat,n/a,5.83,4.3,165.4,38.86,96.5,1.016,16,0.964,0.88,-1.14,0,resting
127,dog,toy,1.14,4.08,162.8,38.55,96.8,1.007,14,0.254,12.59,-0.95,2,stressed
55,cat,n/a,7.26,6.89,167.7,38.99,97.9,0.962,13,1.152,-3.61,-1.01,0,resting
338,dog,giant,1.37,57.95,161.4,38.83,97.9,1.023,10,0.465,173.7,-0.67,2,stressed
76,dog,medium,5.08,21.26,162.9,38.38,96.2,1.056,0,0.11,97.6,-1.12,2,stressed
243,dog,medium,0.22,33.55,151.4,40.07,94.7,1.094,40,0.649,62.04,0.57,3,anomaly
152,dog,small,0.15,5.15,120.5,38.43,97.8,1.059,18,0.95,-1.25,-1.07,0,resting
399,dog,large,1.6,42.85,155.5,38.75,95.2,0.968,6,0.325,160.0,-0.75,2,stressed
361,cat,n/a,12.09,3.74,162.8,38.6,97.4,1.018,12,1.191,-0.68,-1.1,0,resting
39,dog,toy,3.46,3.97,156.4,38.93,97.6,1.016,0,0.331,32.15,-0.57,2,stressed
121,cat,n/a,13.17,2.33,178.9,38.93,96.9,1.08,40,0.888,4.37,-0.77,0,resting
489,dog,medium,1.81,14.73,121.1,39.1,98.7,2.334,561,1.468,37.3,-0.4,1,active
320,dog,large,0.37,38.34,138.7,38.58,96.5,1.931,214,1.922,51.62,-0.92,1,active
142,dog,large,0.15,36.8,116.8,38.47,96.9,1.723,525,1.575,30.31,-1.03,1,active
264,cat,n/a,1.34,7.01,206.9,39.01,95.3,1.753,272,1.337,13.2,-0.99,1,active
239,dog,large,1.11,36.88,82.4,38.66,98.3,1.559,741,1.147,30.43,-0.84,1,active
80,dog,toy,1.65,3.65,161.8,40.58,97.1,1.138,21,0.698,25.66,1.08,3,anomaly
354,dog,small,12.49,10.5,116.6,38.8,97.4,1.538,977,1.808,37.63,-0.4,1,active
222,dog,small,6.99,6.16,148.9,40.02,94.1,0.918,33,0.005,36.38,0.52,3,anomaly
88,dog,giant,7.12,52.0,90.9,38.71,99.8,1.424,405,1.61,55.27,-0.79,1,active
348,dog,medium,0.51,18.09,167.2,38.83,95.7,1.071,11,0.372,61.13,-0.67,2,stressed
60,dog,large,16.11,42.46,164.1,38.64,96.6,1.05,28,0.462,161.15,-0.56,3,anomaly
486,dog,medium,1.2,30.74,149.7,40.9,97.3,1.06,8,0.355,38.46,1.4,3,anomaly
142,dog,large,0.15,36.8,130.6,39.03,95.8,1.542,524,1.151,45.61,-0.47,1,active
84,dog,small,6.66,5.31,111.0,38.45,95.8,1.014,34,1.078,2.5,-1.05,0,resting
200,dog,medium,0.33,19.18,168.2,38.49,97.4,1.071,8,0.314,43.17,-1.01,2,stressed
434,cat,n/a,6.59,7.73,157.1,38.96,96.3,1.016,28,1.039,-2.98,-1.04,0,resting
291,cat,n/a,0.77,6.94,198.4,39.19,95.9,1.712,569,1.731,15.34,-0.81,1,active
427,dog,large,2.44,33.39,73.8,38.56,99.4,0.96,18,0.88,-4.9,-0.94,0,resting
380,cat,n/a,1.19,6.78,217.7,38.89,97.0,1.996,700,1.161,34.21,-1.11,1,active
352,cat,n/a,1.22,7.01,236.2,39.35,97.6,1.479,540,1.678,29.45,-0.65,1,active
215,cat,n/a,0.63,5.07,219.7,39.02,99.0,1.001,39,0.14,21.5,-0.98,2,stressed
343,cat,n/a,0.17,7.88,240.2,39.04,90.6,0.995,30,0.637,22.58,-0.96,3,anomaly
356,dog,medium,0.5,18.82,147.5,38.67,87.2,1.02,44,0.503,30.51,-0.83,3,anomaly
10,cat,n/a,1.92,2.34,189.7,40.99,96.4,1.011,78,0.447,6.8,0.99,3,anomaly
63,cat,n/a,0.44,5.33,207.3,39.14,96.1,1.84,688,1.119,8.57,-0.86,1,active
155,cat,n/a,2.55,8.84,172.6,38.77,98.2,1.021,26,0.588,0.87,-1.23,0,resting
121,cat,n/a,13.17,2.33,177.6,38.74,97.5,1.067,5,0.888,3.62,-0.96,0,resting
463,cat,n/a,0.42,3.84,202.8,39.19,96.7,1.812,581,1.514,1.74,-0.81,1,active
489,dog,medium,1.81,14.73,74.9,38.5,97.7,1.01,0,0.887,-15.12,-1.0,0,resting
276,cat,n/a,5.43,3.95,206.9,39.03,95.5,1.819,561,2.136,18.95,-0.97,1,active
